enName,newCases,weight,YTDweight,myName,zhName,location,status,Deaths,index case,Other notes
Gala,0,15.0,15.0,Gala,加拉,"Jelebu, Seremban",,,,
Setia Alam const. site,0,15.0,15.0,Tapak bina Setia Alam,实达阿南工地,,,,,construction
Pasir Gudang factory,0,15.0,15.0,Kilang Pasir Gudang,巴西古当工厂,,,1.0,,Factory
Pengerang,0,15.0,15.0,Pengerang,边加兰,,,,,
Bah Layangan,0,14.0,14.0,Bah Layangan,巴拉央岸,"Labuan, Rembau",,,,
Kiambang,0,15.0,15.0,Kiambang,Kiambang,"Mersing, Kota Tinggi, Johor Bahru",,,,
Lintas,0,14.0,14.0,Lintas,Lintas,Kota Kinabalu,,,,
Parit Kassan,0,15.0,15.0,Parit Kassan,Parit Kassan,Gerisik,,,,
Penjara Tapah,0,14.0,14.0,Penjara Tapah,打巴监狱,Batang Padang,,,,Detention
Bah Kota,0,13.0,13.0,Bah Kota,巴哥打,"Sepang, Petaling, Seremban",,,,
Malayan Mansion,0,13.0,13.0,Malayan Mansion,马来亚公寓大厦,,,,,Workers dorm
Garden,0,12.0,12.0,Garden,Garden,Tawau,,,,
Jalan Pantai,0,12.0,12.0,Jalan Pantai,班底路,Lembah Pantai,,,,
Numbak,0,12.0,12.0,Numbak,农拔克,Kota Kinabalu,,,,
Bah Bangat,0,11.0,11.0,Bah Bangat,巴邦岸,Labuan,,,,
Besi Demak,0,12.0,12.0,Besi Demak,Besi Demak,Kuching,,,,
Idaman,0,11.0,11.0,Idaman,依达曼,"Petaling, Gombak, Titiwangsa, Cheras",,,,
Rajawali,0,11.0,11.0,Rajawali,拉惹瓦利,"Timur Laut, Barat Daya",,,,Lab
Sala,0,11.0,11.0,Sala,吉打沙拉,,,,,
Bukit Bintang,0,400.0,400.0,Bukit Bintang,武吉免登,,,,,
Madrasah Penanti,0,11.0,11.0,Madrasah Penanti,本南地宗教学校,,,,,Student (tahfiz)
Bah Mutiara,0,10.0,10.0,Bah Mutiara,巴珍珠,"Hulu Langat, Titiwangsa, Lembah Pantai",,,,
BMU,0,10.0,10.0,BMU,BMU,Jasin,,,,Healthcare workers from patient 
Mahkota,0,10.0,10.0,Mahkota,马哥打,"Hulu Langat, Kepong, Titiwangsa, Putrajaya, Sibu",,,,
Sepanggar,0,10.0,10.0,Sepanggar,实邦加,Kota Kinabalu,,,,
Bukit Tiram,0,10.0,10.0,Bukit Tiram,武吉地南,,,,,Church
Gading,0,13.0,13.0,Gading,加亭,"Putrajaya, Seremban, Segamat",,,,
Seladah,0,9.0,9.0,Seladah,斯拉达,"Kuching, Serian",,,,
Tabligh Makasar Sabah,0,9.0,9.0,Tabligh Makasar Sabah,沙望加锡宗教集会,,,,,Mosque
Bayu,0,8.0,8.0,Bayu,巴尤,"Johor Bahru, Muar",,,,
Seri Setia,0,8.0,8.0,Seri Setia,斯里斯迪亚,"Petaling, Gombak, Titiwangsa",,,,
Alam,0,8.0,8.0,Alam,阿南,,,,,
Kuching engineering,0,8.0,8.0,Kejuruteraan Kuching,古晋工程师,,,,,Workplace (engineering firm deal w construction)
K S'gor old folks home,0,8.0,8.0,Pusat warga emas K S'gor,瓜雪老人院,,,,,Old folks home
Kidurong,0,8.0,8.0,Kidurong,吉都隆,,,,,
Cheras flat,0,8.0,8.0,Pangsapuri Cheras,蕉赖组屋,,,,,Residential (high rise)
Meldrum,0,7.0,7.0,Meldrum,明里南,"Johor Bahru, Kota Tinggi, Tangkak",,,,
Murni,0,7.0,7.0,Murni,Murni,"Cheras, Kepong, Petaling",,,,Restaurant workers
Mambong,0,7.0,7.0,Mambong,曼旺,,,,,
Stutong (old),0,7.0,7.0,Stutong (old),实都东,,,,,
Bera plantation,0,7.0,7.0,Ladang Bera,百乐农场,,,,,Workplace (plantation)
Harmoni,0,6.0,6.0,Harmoni,和谐,Putrajaya,,,,
Novgorod,0,6.0,6.0,Novgorod,诺夫哥罗德,,,,,Returnee (from Novogrod)
Tahfiz Lanchang,0,6.0,6.0,Tahfiz Lanchang,彭亨联增宗教学校,,,,,Student (tahfiz)
Maran timber company,0,6.0,6.0,Kilang papan Maran,马兰板厂,,,,,Factory
Tabligh Pakistan,0,6.0,6.0,Tabligh Pakistan,巴基斯坦宗教集会,,,,,Student (tahfiz)
Selayang market,0,6.0,6.0,Pasar harian Selayang,士拉央巴刹,,,,,Market
Bah Bercham,0,5.0,5.0,Bah Bercham,Bah Bercham,Kinta,,,,Cleaning company
Hampar,0,5.0,5.0,Hampar,汉巴,Rembau,,,,
Jeram,0,5.0,5.0,Jeram,哲兰,Kubang Pasu,,,,
Bah Lunas,0,5.0,5.0,Bah Lunas,峇鲁乃,,,,,
Jelok,0,5.0,5.0,Jelok,约洛,,,,,
Kurau,0,5.0,5.0,Kurau,霹雳古楼,,,,,
Tuaran death at home,0,5.0,5.0,Maut di rumah di Tuaran,斗亚兰家中病逝,,,1.0,,Residential 
Lanjut,0,5.0,5.0,Lanjut,兰祖,,,,,
Gombak,0,5.0,5.0,Gombak,鹅唛,,,,,
Benus,0,5.0,5.0,Benus,彭亨伯努斯,,,,,
Kajang Market,0,5.0,5.0,Pasar Kajang,加影巴刹,,,,,Market
Umboo,0,4.0,4.0,Umboo,翁武,Alor Gajah,,,,Immigration
Satok,0,4.0,4.0,Satok,砂督,,,,,
Hyde Park,0,4.0,4.0,Hyde Park,海德公园号,,,,,Ship docked at Port Klang
Elsa,0,4.0,4.0,Elsa,艾莎号,,,,,Ship docked in Port Dickson
KL cleaners,0,4.0,4.0,Pekerja pembersihan KL,吉隆坡清洁工人,,,,,Cleaners
Madrasah Solok Duku,0,4.0,4.0,Madrasah Solok Duku,SD宗教学校,,,,,Student (tahfiz)
Setapak,0,3.0,3.0,Setapak,文良港,,,,,
Udin,0,3.0,3.0,Udin,乌丁,,,,,
Semenyih IDD 2,0,3.0,3.0,Semenyih IDD 2,士毛月扣留所2,,,,,Immigration
MV Glen,0,3.0,3.0,MV Glen,MV Glen,,,,,Ship docked at Port Klang
Maju,0,3.0,3.0,Maju,玛珠,,,,,Restaurant
Muda,0,3.0,3.0,Muda,吉打姆达,,,,,
Melbourne,0,3.0,3.0,Melbourne,墨尔本,,,,,Returnee (from Melbourne to Sarawak)
Sepang workers' quarters,0,3.0,3.0,Rumah kongsi Sepang,雪邦共居屋,,,,,Workers dorm
Ramnad,0,3.0,3.0,Ramnad,拉马纳塔普拉姆,,,,,Ship 
Pitakwa,0,3.0,3.0,Pitakwa,哈科特港,,,,,LNG tanker
Jupiter,0,3.0,3.0,Jupiter,木星号,,,,,LNG tanker
Kuching medical centre,0,3.0,3.0,Pusat perubatan Kuching,古晋医疗中心,,,,,Healthcare workers
Hulu Langat condo,0,3.0,3.0,Kondo Hulu Langat,乌鲁冷岳公寓,,,,,Residential (high rise)
Kuching const. site,0,3.0,3.0,Tapak pembinaan Kuching,古晋工地,,,,,Consruction site
Sabah IDD,0,3.0,3.0,IDT Sabah,沙巴大学,,,,,Immigration
Japanese,0,3.0,3.0,Warga Jepun,日本人,,,,,Tourists
Jalan Utara,0,2.0,2.0,Jalan Utara,北路,,,,,
Orkim,0,2.0,2.0,Orkim,欧尔金,,,,,
Ara,0,2.0,2.0,Ara,新港,,,,,
Meranti,0,2.0,2.0,Meranti,布城美兰蒂,,,,,
Kuching const. company,0,2.0,2.0,Syarikat binaan Kuching,古晋建筑公司,,,,,construction
Al Khobar,0,2.0,2.0,Al Khobar,库拜尔,,,,,Returnee 
KL Restaurant,0,2.0,2.0,Restoran KL,吉隆坡餐厅,,,,,Restaurant
Shirala,0,2.0,2.0,Shirala,雪拉莱,,,,,Returnee
Kuching Jetty,0,2.0,2.0,Jeti Kuching,古晋码头,,,,,
Maran const. company,0,2.0,2.0,Syarikat pembinaan Maran,马兰建筑公司,,,,,Consruction site
Putrajaya IDD,0,2.0,2.0,DTI Putrajaya,布城拘留所,,,,,Immigration
Sungai,0,101.0,101.0,Sungai,双溪,,,1.0,,Healthcare workers
Tawar,0,92.0,92.0,Tawar,吉打打活,,,3.0,,
Pulau,0,53.0,53.0,Pulau,岛屿,,,,,
Selamat,0,25.0,25.0,Selamat,士拉末,,,,,
Selasih,0,20.0,20.0,Selasih,瑟拉希,,,,,
Bakau,0,18.0,18.0,Bakau,巴考,,,1.0,,
Telaga,0,16.0,16.0,Telaga,特拉加,,,,,
Bakawali,0,15.0,15.0,Bakawali,巴咖瓦力,,,,,
Bah Ketil,0,15.0,15.0,Bah Ketil,巴吉底,,,,,
Semarak,0,14.0,14.0,Semarak,士马勒,,,,,
Sabindo,0,14.0,14.0,Sabindo,沙宾都,,,,,
Bah Puchong,0,14.0,14.0,Bah Puchong,巴蒲种,,,,,
Bah Bemban,0,12.0,12.0,Bah Bemban,巴望万,,,,,
Bah Arnab,0,12.0,12.0,Bah Arnab,巴兔,,,,,Recreation park (Rabbit / petting zoo)
Bah Sahabat,0,11.0,11.0,Bah Sahabat,巴沙友人,,,,,
Bunga,0,11.0,11.0,Bunga,花朵,,,,,Ship docked at Port Dickson
Bah Rose,0,11.0,11.0,Bah Rose,峇罗丝,,,,,
Rinting,0,10.0,10.0,Rinting,长春,,,,,
Kg Sakong,0,10.0,10.0,Kg Sakong,甘榜沙岗,,,,,
Bah Perdana,0,9.0,9.0,Bah Perdana,巴柏丹娜,,,,,
Jalan Apas,0,9.0,9.0,Jalan Apas,阿拔士路,,,,,Traveler  - Klang resident who attended wedding in Sabah 
Kuarters,0,9.0,9.0,Kuarters,东革,,,,,Detention
Bah Tanjung,0,8.0,8.0,Bah Tanjung,巴丹绒,,,,,
Batu,0,7.0,7.0,Batu,峇都,,,,,
Embun,0,7.0,7.0,Embun,恩文,,,,,
Bah Pengkalan,0,6.0,6.0,Bah Pengkalan,巴彭加兰,,,,,
Bah Pasir,0,5.0,5.0,Bah Pasir,巴巴西,,,,,
Putra,0,5.0,5.0,Putra,柏特拉,,,,,
Atap,0,4.0,4.0,Atap,亚答,,,,,
Bah Lada,0,4.0,4.0,Bah Lada,巴胡椒,,,,,
